name	chrom	start	stop	length
LOC102606466	20	12934878	12936963	2085
BANF2	20	17693675	17735872	42197
SNX5	20	17941600	17968794	27194
MGME1	20	17968943	17991122	22179
SEC23B	20	18507482	18561415	53933
SMIM26	20	18567420	18569611	2191
LINC00652	20	18787971	18794584	6613
INSM1	20	20368104	20370948	2844
KIZ	20	21125975	21246620	120645
XRN2	20	21303331	21389825	86494
LOC284788	20	22400333	22420643	20310
LINC00261	20	22560554	22578642	18088
FOXA2	20	22581000	22585490	4490
LNCNEF	20	22587522	22607517	19995
NXT1	20	23350791	23354771	3980
CST8	20	23491117	23496010	4893
CST9	20	23602410	23605973	3563
SYNDIG1	20	24469199	24666617	197418
ACSS1	20	25006230	25058182	51952
VSX1	20	25070886	25082379	11493
LOC284798	20	25140798	25148790	7992
GINS1	20	25407673	25448563	40890
ZNF337-AS1	20	25624045	25678072	54027
ZNF337	20	25673195	25696853	23658
MIR663AHG	20	26187019	26209233	22214
FRG1BP	20	30377164	30419842	42678
DEFB118	20	31368601	31373902	5301
DEFB124	20	31465506	31473013	7507
HM13	20	31514410	31569567	55157
TPX2	20	31739290	31801800	62510
XKR7	20	31968151	32003387	35236
HCK	20	32052242	32101842	49600
POFUT1	20	32207880	32238658	30778
ASXL1	20	32358331	32439319	80988
LOC101929698	20	32509959	32520285	10326
DNMT3B	20	32762385	32809356	46971
BPIFA2	20	33161770	33181412	19642
NECAB3	20	33657087	33674428	17341
RALY	20	33993911	34084884	90973
ITCH	20	34363273	34511773	148500
TP53INP2	20	34704344	34713436	9092
ACSS2	20	34874963	34927966	53003
GSS	20	34928432	34956027	27595
UQCC1	20	35302566	35412142	109576
GDF5	20	35433349	35454749	21400
C20orf173	20	35520742	35529652	8910
NFS1	20	35668052	35699352	31300
RBM39	20	35701347	35742336	40989
AAR2	20	36236417	36256941	20524
SLA2	20	36612319	36646196	33877
TLDC2	20	36876121	36894231	18110
BLCAP	20	37517417	37527931	10514
NNAT	20	37521250	37523688	2438
LOC149684	20	38260175	38288946	28771
RALGAPB	20	38472843	38578858	106015
PPP1R16B	20	38805697	38923024	117327
MAFB	20	40685848	40689236	3388
SRSF6	20	43457896	43464243	6347
IFT52	20	43590937	43647299	56362
TOX2	20	43914852	44069614	154762
OSER1	20	44195941	44210771	14830
TTPAL	20	44475874	44494603	18729
LINC01260	20	44656451	44671739	15288
KCNK15-AS1	20	44711862	44746227	34365
KCNK15	20	44745865	44752313	6448
RIMS4	20	44751808	44810546	58738
PABPC1L	20	44910060	44939316	29256
STK4	20	44966512	45080021	113509
WFDC6	20	45534196	45539482	5286
WFDC8	20	45551152	45579284	28132
DNTTIP1	20	45791954	45811418	19464
TNNC2	20	45823216	45827312	4096
ZNF335	20	45948660	45972203	23543
NCOA5	20	46060995	46089962	28967
ELMO2	20	46366045	46407051	41006
TP53RK	20	46684365	46689444	5079
LOC100131496	20	47318502	47320754	2252
LINC01754	20	47382766	47412144	29378
SULF2	20	47657406	47786616	129210
PREX1	20	48624253	48827999	203746
ARFGEF2	20	48921711	49036693	114982
KCNB1	20	49363877	49482668	118791
PTGIS	20	49503874	49568137	64263
SNAI1	20	49982980	49988883	5903
UBE2V1	20	50081124	50115957	34833
MOCS3	20	50958818	50963929	5111
LINC01524	20	52620838	52650426	29588
CBLN4	20	55997357	56005519	8162
FAM210B	20	56358974	56368662	9688
FAM209B	20	56533246	56536520	3274
TFAP2C	20	56629306	56639282	9976
CTCFL	20	57495965	57525652	29687
RAB22A	20	58309715	58367507	57792
STX16	20	58651283	58679526	28243
GNAS-AS1	20	58818918	58850903	31985
FAM217B	20	59933779	59948680	14901
PPP1R3D	20	59936663	59940305	3642
MIR646HG	20	60138492	60322256	183764
LOC100128310	20	61717506	61719748	2242
MTG2	20	62183025	62202754	19729
LOC105369209	20	62228243	62236301	8058
OSBPL2	20	62238521	62296213	57692
NTSR1	20	62708836	62762771	53935
COL9A3	20	62817050	62841159	24109
TCFL5	20	62841005	62861822	20817
LINC00029	20	63034217	63037028	2811
HAR1B	20	63095493	63102319	6826
COL20A1	20	63293186	63334851	41665
LOC100130587	20	63359988	63371177	11189
EEF1A2	20	63488014	63499083	11069
SRMS	20	63539924	63547504	7580
RTEL1	20	63657810	63696253	38443
LIME1	20	63735701	63739107	3406
UCKL1	20	63939829	63956416	16587
PRPF6	20	63981132	64033100	51968
TCEA2	20	64056972	64072347	15375
RGS19	20	64073181	64079964	6783
LINC00266-1	20	64290385	64303354	12969
TEKT4P2	21	9068356	9129761	61405
LINC01667	21	9781849	9821061	39212
RBM11	21	14216157	14228372	12215
ABCC13	21	14273799	14301371	27572
LINC02246	21	14816838	14918668	101830
USP25	21	15729934	15880071	150137
MIR99AHG	21	16070488	16631727	561239
CXADR	21	17512906	17593579	80673
CHODL	21	17917340	18267371	350031
LINC00320	21	20742590	20803108	60518
LINC01687	21	22009158	22098459	89301
LINC01689	21	24304550	24321377	16827
LINC00158	21	25385820	25431701	45881
MIR155HG	21	25562145	25575168	13023
ATP5PF	21	25724480	25735654	11174
LINC00113	21	27722379	27751233	28854
RWDD2B	21	29004384	29019371	14987
MAP3K7CL	21	29077114	29175889	98775
GRIK1	21	29536933	29940052	403119
CFAP298	21	32599356	32612871	13515
LINC00945	21	33057829	33065079	7250
OLIG1	21	33070141	33072413	2272
IFNAR2	21	33229895	33265663	35768
LINC00310	21	34180677	34189919	9242
KCNE2	21	34364024	34371141	7117
LINC00160	21	34723807	34737182	13375
LINC01426	21	34745825	34784871	39046
LINC01436	21	36005320	36008295	2975
SETD4	21	36034541	36060526	25985
CBR3-AS1	21	36131767	36156308	24541
CBR3	21	36135079	36146562	11483
DOP1B	21	36156782	36294274	137492
PIGP	21	37065364	37073158	7794
DSCR10	21	38206156	38208644	2488
IGSF5	21	39745407	39802096	56689
PCP4	21	39867438	39929392	61954
DSCAM	21	40010999	40847158	836159
PLAC4	21	41175231	41185239	10008
MX2	21	41362027	41409392	47365
LINC00111	21	41679302	41697336	18034
RIPK4	21	41739373	41767052	27679
SLC37A1	21	42499622	42581422	81800
WDR4	21	42843080	42879589	36509
HSF2BP	21	43529186	43659488	130302
RRP1B	21	43659560	43696079	36519
RRP1	21	43789577	43805278	15701
TRAPPC10	21	44012309	44106551	94242
TRPM2	21	44353601	44443081	89480
LRRC3	21	44455510	44462196	6686
LINC02575	21	44485571	44491142	5571
UBE2G2	21	44768580	44801820	33240
LINC01547	21	44933284	44939913	6629
LINC00205	21	45288052	45297354	9302
LINC00316	21	45338590	45341990	3400
LINC01694	21	45593654	45603056	9402
C21orf58	21	46300430	46323899	23469
CCT8L2	22	16590751	16592810	2059
LOC101929372	22	17580157	17589192	9035
LINC00528	22	17777290	17779481	2191
LINC01634	22	18029385	18037968	8583
FAM230D	22	18178026	18205863	27837
FAM230F	22	18865043	18894431	29388
SLC25A1	22	19175575	19178863	3288
CLTCL1	22	19179474	19291719	112245
HIRA	22	19330699	19431733	101034
MRPL40	22	19431902	19436078	4176
TANGO2	22	20017000	20067164	50164
CCDC188	22	20148416	20151055	2639
DGCR6L	22	20314238	20320060	5822
FAM230G	22	20340997	20352494	11497
SCARF2	22	20424584	20437825	13241
KLHL22	22	20441519	20495795	54276
TMEM191A	22	20701114	20704603	3489
THAP7	22	20999104	21002118	3014
SLC7A4	22	21028718	21032561	3843
POM121L8P	22	21282425	21297726	15301
RIMBP3B	22	21383751	21551084	167333
HIC2	22	21417371	21451461	34090
GGTLC2	22	22644620	22647898	3278
BCR	22	23180509	23318037	137528
PCAT14	22	23538102	23547306	9204
ZNF70	22	23738682	23751112	12430
SPECC1L	22	24270817	24417740	146923
ADORA2A-AS1	22	24429206	24495074	65868
PIWIL3	22	24719034	24774720	55686
SGSM1	22	24806211	24927578	121367
TMEM211	22	24934954	24946695	11741
KIAA1671-AS1	22	25102417	25112692	10275
CRYBB3	22	25199858	25207359	7501
CRYBB2P1	22	25448087	25461678	13591
GRK3	22	25564675	25729294	164619
TFIP11	22	26491240	26512506	21266
LOC100507599	22	26512532	26514567	2035
MIAT	22	26657482	26676477	18995
ZNRF3-AS1	22	29024999	29031476	6477
RHBDD3	22	29259852	29268163	8311
NEFH	22	29480218	29491390	11172
LIF	22	30240453	30246759	6306
MTFP1	22	30425768	30429054	3286
SEC14L4	22	30488906	30505695	16789
SLC35E4	22	30635781	30669019	33238
MORC2-AS1	22	30922308	30926653	4345
LIMK2	22	31212298	31280080	67782
DEPDC5	22	31753968	31908033	154065
RFPL3S	22	32359906	32371264	11358
FBXO7	22	32474811	32498831	24020
SYN3	22	32507820	33058381	550561
LINC01640	22	33108529	33116294	7765
LARGE-AS1	22	33724986	33750816	25830
APOL3	22	36140323	36166177	25854
MYH9	22	36281277	36388067	106790
IFT27	22	36758211	36776119	17908
LL22NC01-81G9.3	22	36965248	36968172	2924
TST	22	37010859	37020183	9324
IL2RB	22	37125840	37175118	49278
CYTH4	22	37282508	37315341	32833
MFNG	22	37469063	37486387	17324
CDC42EP1	22	37560480	37569403	8923
PDXP	22	37658723	37666932	8209
GCAT	22	37807905	37817176	9271
GALR3	22	37823382	37825485	2103
EIF3L	22	37849419	37889407	39988
MAFF	22	38201932	38216510	14578
TPTEP2	22	38344665	38398926	54261
JOSD1	22	38685543	38701403	15860
NPTXR	22	38818452	38844028	25576
APOBEC3B	22	38982347	38992779	10432
APOBEC3D	22	39021127	39033277	12150
APOBEC3G	22	39077005	39087743	10738
MGAT3	22	39457012	39492196	35184
RPS19BP1	22	39529093	39532748	3655
ENTHD1	22	39743044	39893760	150716
GRAP2	22	39901084	39973721	72637
ST13	22	40824535	40857008	32473
PHF5A	22	41459717	41468692	8975
ACO2	22	41469117	41528974	59857
MEI1	22	41699503	41799454	99951
SREBF2	22	41833105	41907305	74200
SEPTIN3	22	41969443	41998221	28778
OGFRP1	22	42269753	42274862	5109
RRP7A	22	42508344	42519796	11452
ARFGAP3	22	42796503	42857273	60770
BIK	22	43110750	43129712	18962
MCAT	22	43132206	43143398	11192
PNPLA3	22	43923805	43947582	23777
PARVG	22	44172956	44208469	35513
RTL6	22	44492583	44498233	5650
LINC00229	22	44606328	44625419	19091
LOC105373064	22	45176242	45191612	15370
FBLN1	22	45502883	45601135	98252
LINC00899	22	46039907	46044868	4961
LOC642648	22	46064651	46071021	6370
PPARA	22	46150526	46243756	93230
CDPF1	22	46244013	46250293	6280
PKDREJ	22	46255663	46263343	7680
TRMU	22	46335714	46357340	21626
CELSR1	22	46360834	46537620	176786
GRAMD4	22	46577088	46682756	105668
LINC00898	22	47621043	47631569	10526
LOC284930	22	47631674	47855600	223926
LOC284933	22	48538900	48547387	8487
ZBED4	22	49853844	49890080	36236
CRELD2	22	49918634	49927537	8903
IL17REL	22	49991811	50012765	20954
TUBGCP6	22	50217694	50245023	27329
HDAC10	22	50245184	50251265	6081
PLXNB2	22	50274979	50307646	32667
LMF2	22	50502949	50507702	4753
CHKB-CPT1B	22	50568861	50582999	14138
CHKB-DT	22	50583026	50595281	12255
ARSA	22	50622754	50628152	5398
CHL1-AS1	3	363373	385795	22422
CRBN	3	3149633	3179717	30084
LRRN1	3	3799431	3849834	50403
ITPR1-DT	3	4490317	4493163	2846
BHLHE40	3	4979437	4985323	5886
ARL8B	3	5122292	5180911	58619
GRM7-AS3	3	6632358	6805449	173091
SRGAP3	3	8980591	9249646	269055
SETD5	3	9397615	9478154	80539
CPNE9	3	9703833	9729908	26075
ARPC4-TTLL3	3	9792548	9836356	43808
RPUSD3	3	9837802	9844059	6257
CIDEC	3	9866710	9880254	13544
IL17RE	3	9902612	9916400	13788
CIDECP1	3	10017553	10026136	8583
ATP2B2	3	10324023	10619961	295938
TSEN2	3	12484432	12539624	55192
MKRN2	3	12557014	12583711	26697
TMEM40	3	12733528	12769457	35929
LINC02022	3	12877522	12885211	7689
IQSEC1	3	12897043	13073429	176386
FBLN2	3	13549125	13638402	89277
FGD5P1	3	13933056	13936944	3888
TPRXL	3	13937307	14065981	128674
CHCHD4	3	14112077	14124870	12793
XPC	3	14145148	14178672	33524
GRIP2	3	14489109	14540342	51233
LINC02011	3	14799331	14811414	12083
COL6A4P1	3	15165362	15205959	40597
SH3BP5-AS1	3	15254184	15264498	10314
BTD	3	15601352	15722515	121163
GALNT15	3	16174680	16231992	57312
DPH3	3	16257061	16264943	7882
KCNH8	3	19148510	19535642	387132
KAT2B	3	20040446	20154404	113958
SGO1	3	20160593	20186233	25640
SGO1-AS1	3	20174286	20186115	11829
ZNF385D-AS1	3	21542789	21579959	37170
ZNF385D-AS2	3	21957139	21979828	22689
NKIRAS1	3	23892081	23917046	24965
RPL15	3	23916545	23924631	8086
THRB-AS1	3	24494087	24500011	5924
RARB	3	24829323	25597931	768608
LINC00692	3	25858532	25873695	15163
CMC1	3	28241619	28325127	83508
RBMS3	3	29281071	30010395	729324
GADL1	3	30726200	30894661	168461
OSBPL10-AS1	3	31704213	31721586	17373
CNOT10	3	32685188	32773875	88687
CCR4	3	32951644	32956347	4703
CRTAP	3	33114014	33147773	33759
C3orf35	3	37386269	37435497	49228
ITGA9-AS1	3	37753689	37861780	108091
SLC22A13	3	38265812	38278757	12945
SCN5A	3	38548062	38649687	101625
SCN10A	3	38697346	38794010	96664
GORASP1	3	39096599	39108363	11764
CSRNP1	3	39141851	39154641	12790
CCR8	3	39329709	39333680	3971
SLC25A38	3	39383370	39397351	13981
ENTPD3-AS1	3	40390951	40453308	62357
RPL14	3	40457339	40468587	11248
ZNF621	3	40524878	40539794	14916
TRAK1	3	42087200	42225890	138690
CCK	3	42257824	42266185	8361
LYZL4	3	42397083	42410610	13527
NKTR	3	42600686	42648735	48049
ZBTB47	3	42653697	42667580	13883
KLHL40	3	42685537	42692544	7007
CCDC13	3	42705756	42773253	67497
LINC02158	3	42770612	42773634	3022
SNRK	3	43286512	43351142	64630
SNRK-AS1	3	43346919	43351962	5043
TOPAZ1	3	44241886	44332098	90212
EXOSC7	3	44976244	45012666	36422
CLEC3B	3	45026303	45036071	9768
LARS2	3	45388576	45549407	160831
FYCO1	3	45917903	45995824	77921
CCR1	3	46201711	46208313	6602
CCR3	3	46242381	46266706	24325
CCR2	3	46353744	46360929	7185
ALS2CL	3	46668995	46693679	24684
PRSS50	3	46712117	46717869	5752
PRSS42P	3	46829542	46834095	4553
CCDC12	3	46921730	46982010	60280
NBEAL2	3	46979666	47009701	30035
KLHL18	3	47282944	47346816	63872
PTPN23	3	47381021	47413435	32414
SCAP	3	47413681	47475941	62260
ELP6	3	47495640	47513712	18072
CSPG5	3	47562238	47580240	18002
CDC25A	3	48157146	48188417	31271
NME6	3	48292317	48301685	9368
SPINK8	3	48306844	48328341	21497
PFKFB4	3	48517684	48561129	43445
UCN2	3	48561718	48563781	2063
CELSR3	3	48636463	48662886	26423
NCKIPSD	3	48673845	48685915	12070
IP6K2	3	48688003	48717278	29275
P4HTM	3	48989908	49007153	17245
QRICH1	3	49029707	49094373	64666
USP4	3	49277144	49340053	62909
NICN1	3	49422333	49429324	6991
DAG1	3	49468703	49535618	66915
AMIGO3	3	49716829	49719684	2855
CDHR4	3	49790734	49799873	9139
UBA7	3	49805209	49813953	8744
RBM6	3	49940150	50077249	137099
GNAI2	3	50227068	50259362	32294
HYAL1	3	50299889	50312381	12492
HYAL2	3	50317790	50322850	5060
TUSC2	3	50324909	50328238	3329
RASSF1	3	50329786	50340936	11150
HEMK1	3	50569152	50596166	27014
RBM15B	3	51391285	51397905	6620
GRM2	3	51707068	51718609	11541
IQCF4	3	51817603	51819635	2032
PARP3	3	51942305	51948867	6562
ACY1	3	51983535	51989197	5662
SEMA3G	3	52433035	52445103	12068
SMIM4	3	52536605	52541890	5285
GNL3	3	52685920	52694494	8574
NEK4	3	52708444	52770949	62505
ITIH1	3	52777599	52792068	14469
STIMATE	3	52836756	52897548	60792
TKT	3	53224707	53256114	31407
CACNA2D3-AS1	3	54874605	54901255	26650
ERC2-IT1	3	55657211	55659469	2258
ARHGEF3	3	56727420	57079268	351848
ARHGEF3-AS1	3	56940040	56960852	20812
LOC105377102	3	57269566	57278127	8561
ACOX2	3	58505136	58537190	32054
FAM107A	3	58564118	58627610	63492
FAM3D	3	58633946	58666774	32828
PTPRG-AS1	3	62261819	62318947	57128
C3orf14	3	62318973	62336191	17218
SYNPR	3	63278308	63616924	338616
C3orf49	3	63819299	63848636	29337
PRICKLE2-AS1	3	64067964	64103131	35167
PRICKLE2-AS2	3	64103470	64106358	2888
ADAMTS9	3	64515655	64688000	172345
LOC105377146	3	68500637	68505872	5235
UBA3	3	69054730	69080373	25643
SAMMSON	3	69999744	70015300	15556
GPR27	3	71753855	71756496	2641
LINC00877	3	72035519	72100455	64936
CNTN3	3	74262569	74521140	258571
FAM86DP	3	75421552	75435115	13563
LINC02018	3	75435308	75512177	76869
LINC02077	3	78038705	78048963	10258
LINC02027	3	80993868	81095647	101779
CADM2-AS2	3	85799987	85828050	28063
VGLL3	3	86937973	86991149	53176
POU1F1	3	87259404	87276584	17180
HTR1F	3	87792706	87993838	201132
CGGBP1	3	88051950	88149866	97916
CLDND1	3	98515473	98523066	7593
GPR15	3	98531978	98534681	2703
LNP1	3	100401539	100456319	54780
TFG	3	100709290	100748967	39677
PCNP	3	101574094	101594466	20372
NXPE3	3	101779211	101828231	49020
CBLB	3	105655461	105869401	213940
LINC00636	3	107883205	107928906	45701
CD47	3	108043094	108091088	47994
CIP2A	3	108549866	108589438	39572
DPPA4	3	109326141	109337572	11431
CD96	3	111542197	111665996	123799
PHLDB2	3	111732496	111976517	244021
TMPRSS7	3	112039618	112081269	41651
BTLA	3	112463966	112499472	35506
LINC02042	3	112736449	112749319	12870
CD200R1L-AS1	3	112802478	112820216	17738
CD200R1	3	112921206	112975103	53897
BOC	3	113211557	113287458	75901
CFAP44-AS1	3	113403998	113433992	29994
NAA50	3	113716458	113746249	29791
QTRT2	3	114056737	114088421	31684
TIGIT	3	114294028	114310288	16260
ZBTB20-AS1	3	114351811	114388978	37167
ZBTB20-AS3	3	114873033	114876514	3481
ZBTB20-AS4	3	115100423	115103061	2638
TEX55	3	119146165	119151456	5291
POGLUT1	3	119468963	119494707	25744
TIMMDC1	3	119498547	119525090	26543
LRRC58	3	120324509	120349354	24845
LINC02049	3	120812181	120836357	24176
POLQ	3	121431431	121545988	114557
FBXO40	3	121593379	121630294	36915
EAF2	3	121835180	121886526	51346
ILDR1	3	121987323	122022247	34924
CSTA	3	122325248	122341968	16720
PARP9	3	122527924	122564784	36860
PARP15	3	122577650	122639047	61397
ADCY5	3	123282296	123448545	166249
HACD2	3	123491548	123585053	93505
MYLK	3	123610049	123884332	274283
HEG1	3	124965710	125055997	90287
ALDH1L1-AS1	3	126103640	126108069	4429
TXNRD3	3	126607059	126655124	48065
LINC02016	3	127322307	127390670	68363
GATA2-AS1	3	128489203	128503207	14004
LINC01565	3	128572000	128576086	4086
KIAA1257	3	128909873	129004002	94129
IFT122	3	129440036	129520507	80471
TRH	3	129974720	129977935	3215
NEK11	3	131026877	131350465	323588
TMEM108-AS1	3	133246448	133257121	10673
TF	3	133661998	133796641	134643
CEP63	3	134485724	134575013	89289
MSL2	3	136148917	136196335	47418
PCCB	3	136250325	136330171	79846
STAG1	3	136336236	136752378	416142
SLC35G2	3	136819019	136855892	36873
SOX14	3	137764315	137766330	2015
A4GNT	3	138123713	138132390	8677
MRAS	3	138347648	138405535	57887
PIK3CB	3	138652698	138834928	182230
LINC01391	3	138935189	138944020	8831
ATP1B3	3	141876643	141926548	49905
TRPC1	3	142724034	142807887	83853
PAQR9	3	142949164	142964008	14844
U2SURP	3	143001570	143060725	59155
CHST2	3	143119771	143124014	4243
PLSCR2	3	146433288	146495991	62703
LINC02010	3	146921923	146925218	3295
CPB1	3	148827811	148860185	32374
HLTF-AS1	3	149086332	149102823	16491
TM4SF4	3	149474697	149503394	28697
LINC01214	3	150265407	150323747	58340
ERICH6	3	150659885	150703920	44035
P2RY14	3	151212117	151278542	66425
P2RY13	3	151326313	151329549	3236
LOC101928166	3	152159464	152205429	45965
P2RY1	3	152835131	152841439	6308
RAP2B	3	153162226	153170626	8400
KCNAB1-AS1	3	156441157	156446936	5779
LINC00886	3	156747343	156817062	69719
SHOX2	3	158095905	158106420	10515
IQCJ-SCHIP1-AS1	3	159765382	159768612	3230
IL12A-AS1	3	159913401	160207092	293691
C3orf80	3	160225636	160228213	2577
LINC02067	3	161426427	161448242	21815
LINC01192	3	163177243	163303301	126058
SERPINI2	3	167441789	167474132	32343
LRRC77P	3	167895948	167924009	28061
LRRC34	3	169793003	169812904	19901
LRRIQ4	3	169821891	169837772	15881
SEC62	3	169966807	169998373	31566
GPR160	3	170037995	170085392	47397
SLC2A2	3	170996347	171026720	30373
PLD1	3	171600404	171810483	210079
ECT2	3	172750685	172821474	70789
LINC00501	3	177294442	177323435	28993
MFN1	3	179347709	179394936	47227
NDUFB5	3	179604787	179627647	22860
LINC02053	3	180414173	180422501	8328
CCDC39	3	180614008	180679489	65481
LINC00888	3	183447608	183456012	8404
KLHL24	3	183635623	183684516	48893
ABCC5	3	183919936	184017884	97948
EIF2B5	3	184135358	184145311	9953
DVL3	3	184155377	184173614	18237
EEF1AKMT4-ECE2	3	184249672	184293031	43359
FAM131A	3	184335926	184346275	10349
POLR2H	3	184361710	184368595	6885
THPO	3	184371935	184379688	7753
EPHB3	3	184561785	184582408	20623
LOC107986163	3	184712243	184738944	26701
EHHADH-AS1	3	185162901	185191955	29054
SENP2	3	185586295	185633551	47256
LINC02020	3	186440345	186445242	4897
TBCCD1	3	186546067	186570543	24476
AHSG	3	186613060	186621318	8258
EIF4A2	3	186783577	186789896	6319
RFC4	3	186789893	186806695	16802
MASP1	3	187216085	187292022	75937
LINC02041	3	187447046	187449949	2903
LPP-AS1	3	188562237	188568666	6429
TPRG1	3	189171971	189325304	153333
TP63	3	189596746	189897279	300533
CLDN16	3	190387872	190412143	24271
GMNC	3	190852737	190862694	9957
MB21D2	3	192796816	192917856	121040
HES1	3	194136148	194138732	2584
LINC02036	3	194203016	194250153	47137
LRRC15	3	194355249	194369743	14494
TNK2	3	195863364	195909009	45645
SDHAP1	3	195959921	195990279	30358
FBXO45	3	196568660	196589059	20399
CEP19	3	196706277	196712250	5973
PIGZ	3	196946356	196968833	22477
DLG1	3	197042560	197299321	256761
DLG1-AS1	3	197298247	197303750	5503
LRCH3	3	197791226	197888434	97208
RPL35A	3	197950190	197956610	6420
LMLN	3	197960200	198043720	83520
ZNF595	4	53285	88211	34926
ZNF718	4	124476	202306	77830
LOC105374338	4	577168	584866	7698
PDE6B	4	625574	670892	45318
MYL5	4	674542	682028	7486
LOC105374344	4	1113639	1132975	19336
TMED11P	4	1115197	1123164	7967
SPON2	4	1166933	1208962	42029
LOC100130872	4	1195783	1208962	13179
MAEA	4	1289891	1340148	50257
SLBP	4	1692731	1712319	19588
FGFR3	4	1793293	1808872	15579
LETM1	4	1811479	1856156	44677
NELFA	4	1982724	2008974	26250
RNF4	4	2469106	2515859	46753
ADD1	4	2843844	2930075	86231
NOP14-AS1	4	2935546	2951073	15527
HGFAC	4	3441968	3449486	7518
ADRA2C	4	3766385	3768526	2141
ZBTB49	4	4290251	4321783	31532
STX18	4	4418969	4542343	123374
STX18-IT1	4	4476121	4481700	5579
STX18-AS1	4	4542131	4710937	168806
STK32B	4	5051480	5500989	449509
EVC	4	5711201	5814305	103104
C4orf50	4	5957112	6018546	61434
JAKMIP1	4	6026199	6200549	174350
MRFAP1L1	4	6707701	6709865	2164
CCDC96	4	7040850	7043001	2151
SORCS2	4	7192538	7742827	550289
LINC02517	4	8320176	8323965	3789
GPR78	4	8580392	8590023	9631
USP17L20	4	9215405	9269211	53806
USP17L21	4	9220152	9264464	44312
USP17L27	4	9325165	9364721	39556
USP17L24	4	9325165	9364721	39556
HS3ST1	4	11393150	11428894	35744
NKX3-2	4	13540830	13544508	3678
FGFBP1	4	15935577	15938740	3163
LAP3	4	17577304	17607967	30663
SOD3	4	24795573	24800842	5269
PI4K2B	4	25234033	25279204	45171
ZCCHC4	4	25312774	25370383	57609
LOC101929161	4	25531040	25569346	38306
SEL1L3	4	25747433	25863566	116133
RBPJ	4	26163458	26435130	271672
LINC02506	4	31997379	32155406	158027
DTHD1	4	36281616	36347511	65895
LINC02616	4	37001779	37020706	18927
NWD2	4	37244743	37449463	204720
PGM2	4	37826686	37862937	36251
TBC1D1	4	37891084	38139175	248091
LINC02513	4	38366914	38385746	18832
LINC01258	4	38420662	38523180	102518
LINC01259	4	38509767	38518056	8289
KLF3-AS1	4	38612701	38664628	51927
KLF3	4	38664199	38701517	37318
TMEM156	4	38966746	39032409	65663
RFC1	4	39287456	39366362	78906
LIAS	4	39459024	39479506	20482
SMIM14	4	39546336	39638865	92529
UBE2K	4	39698136	39782790	84654
PDS5A	4	39822863	39977956	155093
LINC02265	4	40307185	40330419	23234
CHRNA9	4	40335333	40355217	19884
LIMCH1	4	41359607	41700044	340437
DCAF4L1	4	41981756	41986461	4705
GNPDA2	4	44701795	44726634	24839
CORIN	4	47593998	47838106	244108
LOC101927179	4	47831345	47896848	65503
CNGA1	4	47935977	48016681	80704
NIPAL1	4	48016772	48040173	23401
ZAR1	4	48490252	48494389	4137
LRRC66	4	51993652	52020363	26711
USP46	4	52590961	52659301	68340
USP46-AS1	4	52659406	52661498	2092
ERVMER34-1	4	52742553	52751640	9087
FIP1L1	4	53377641	53460862	83221
LNX1-AS1	4	53500077	53523276	23199
PDGFRA	4	54229293	54298247	68954
LINC02260	4	54603211	54607131	3920
CLOCK	4	55427901	55546909	119008
ARL9	4	56505209	56524456	19247
POLR2B	4	56978640	57031162	52522
LINC02429	4	58984282	59046959	62677
LINC02232	4	64914281	65004500	90219
LOC101927237	4	67417305	67422000	4695
SYT14P1	4	68060610	68063297	2687
UGT2B7	4	69051264	69112987	61723
LOC105377267	4	69182100	69216767	34667
UGT2B4	4	69480165	69526014	45849
SULT1B1	4	69721167	69760620	39453
ODAM	4	70196527	70204576	8049
GC	4	71741694	71805520	63826
ADAMTS3	4	72280969	72569221	288252
ANKRD17	4	73073376	73258798	185422
AFM	4	73481745	73504001	22256
LINC02499	4	73508803	73528533	19730
RASSF6	4	73571550	73620631	49081
EPGN	4	74308470	74316786	8316
BTC	4	74744760	74794523	49763
THAP6	4	75514473	75547322	32849
ODAPH	4	75556048	75565893	9845
LOC101928809	4	75980790	76005941	25151
CXCL11	4	76033687	76036070	2383
SCARB2	4	76158739	76213824	55085
SHROOM3	4	76435229	76783252	348023
CCNI	4	77047155	77075989	28834
MRPL1	4	77862830	77952785	89955
ANXA3	4	78551770	78610445	58675
LINC01094	4	78645994	78684501	38507
BMP2K	4	78776350	78912187	135837
PCAT4	4	79827471	79863247	35776
RASGEF1B	4	81426393	81471907	45514
HNRNPD	4	82352498	82373996	21498
THAP9-AS1	4	82893452	82900916	7464
HELQ	4	83407343	83455883	48540
AFF1-AS1	4	86924894	86934850	9956
NUDT9	4	87422573	87459455	36882
TIGD2	4	89112817	89114901	2084
ATOH1	4	93828753	93830964	2211
HPGDS	4	94298535	94342836	44301
BMPR1B-DT	4	94743668	94757533	13865
BMPR1B	4	94757955	95158450	400495
UNC5C	4	95162505	95548973	386468
EIF4E	4	98871684	98930637	58953
ADH5	4	99070979	99088788	17809
ADH1C	4	99336497	99352746	16249
C4orf17	4	99511021	99542303	31282
TRMT10A	4	99546711	99564039	17328
DDIT4L	4	100185870	100190468	4598
LOC105377621	4	102418602	102502486	83884
SLC9B1	4	102885050	103019705	134655
CXXC4	4	104468310	104494894	26584
PPA2	4	105369077	105474070	104993
NPNT	4	105895471	105971671	76200
LOC101929595	4	107863479	107932119	68640
RPL34-AS1	4	108538190	108620457	82267
SEC24B	4	109433715	109540883	107168
